EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
5597,55,12,No,$52.68 ,40,Salary,109574.4,7,Information Technology,Female,Divorced,2,19,Direct_Deposit,Yes
5598,49,15,Yes,$58.86 ,40,Salary,122428.8,31,Sales,Male,Divorced,4,7,Mailed Check,Yes
5599,51,12,No,$53.63 ,40,Salary,111550.4,1,Laboratory,Male,Divorced,4,N/A,Mail Check,Yes
5600,43,6,No,$34.80 ,40,Salary,72384,14,Sales,Female,Married,9,19,Mail Check,Yes
5601,24,1,Yes,$21.01 ,40,Salary,43700.8,96,Laboratory,Female,Married,2,5,Mailed Check,Yes
5602,37,10,No,$26.26 ,40,Salary,54620.8,11,Research,Female,Divorced,4,N/A,Mailed Check,Yes
5603,47,18,No,$93.53 ,40,Salary,334542.4,1,Manufacturing,Male,Divorced,8,N/A,Mail Check,Yes
5604,36,8,No,$61.23 ,40,Salary,127358.4,56,Sales,Female,Divorced,5,N/A,DirectDeposit,Yes
5605,40,8,Yes,$30.07 ,40,Salary,62545.6,87,Human Resources,Male,Divorced,2,17,Mail Check,Yes
5606,57,8,Yes,$95.22 ,40,Salary,338057.6,15,Research,Prefer Not to Answer,Married,9,24,Mail Check,Yes
5607,54,17,No,$55.15 ,40,Salary,114712,92,Human Resources,Female,Married,3,23,Mail Check,Yes
5608,37,7,No,$26.09 ,40,Salary,54267.2,69,Sales,Female,Single,6,7,Mail Check,Yes
5609,36,5,Yes,$28.04 ,40,Salary,37523.2,21,Sales,Female,Divorced,3,14,Mailed Check,Yes
5610,55,5,No,$68.76 ,40,Salary,143020.8,92,Marketing,Female,Single,7,24,Mail Check,N/A
5611,27,5,No,$21.34 ,40,Salary,44387.2,-13,Sales,Male,Married,1,24,Direct_Deposit,Yes
5612,28,2,No,$24.55 ,40,Salary,51064,81,Research,Female,Divorced,3,21,Mail_Check,N/A
5613,53,17,Yes,$73.69 ,40,Salary,153275.2,33,Research,Female,Divorced,6,25,DirectDeposit,Yes
5614,43,5,No,$88.33 ,40,Salary,283435.2,29,Human Resources,Male,Single,2,12,Mail Check,N/A
5615,46,6,No,$34.21 ,40,Salary,71156.8,71,Sales,Female,Single,8,12,Mail Check,Yes
5616,47,8,No,$54.22 ,40,Salary,112777.6,27,Healthcare,Male,Divorced,2,22,Mail Check,Yes
5617,40,7,Yes,$27.28 ,40,Salary,56742.4,26,Information Technology,Male,Divorced,1,18,Mailed Check,N/A
5618,41,2,No,$44.55 ,40,Salary,92664,51,Sales,Male,Divorced,3,6,Direct_Deposit,Yes
5619,52,10,No,$38.00 ,40,Salary,79040,25,Sales,Female,Divorced,2,8,Mail Check,Yes
5620,59,11,No,$36.30 ,40,Salary,75504,65,Healthcare,Male,Single,2,24,Mail Check,Yes
5621,28,2,Yes,$25.40 ,40,Salary,52832,-10,Information Technology,Male,Married,2,22,Mail Check,Yes
5622,59,9,Yes,$54.23 ,40,Salary,112798.4,78,Human Resources,Male,Single,2,20,Mail Check,N/A
5623,39,5,No,$84.13 ,40,Salary,174990.4,37,Manufacturing,Female,Married,6,N/A,Mail Check,Yes
5624,34,1,No,$30.34 ,40,Salary,63107.2,33,Information Technology,Female,Married,2,9,Direct_Deposit,Yes
5625,40,5,Yes,$27.71 ,40,Salary,57636.8,7,Laboratory,Female,Married,5,9,Mailed Check,Yes
5626,53,9,Yes,$38.70 ,40,Salary,80496,3,Human Resources,Male,Single,3,6,Mail Check,Yes
5627,37,7,No,$92.51 ,40,Salary,332420.8,12,Manufacturing,Female,Single,6,19,Mail Check,N/A
5628,47,11,No,$33.89 ,40,Salary,70491.2,23,Sales,Male,Single,8,7,Mailed Check,Yes
5629,56,19,No,$82.44 ,40,Salary,171475.2,97,Laboratory,Male,Married,3,7,Mail Check,Yes
5630,47,12,Yes,$83.53 ,40,Salary,173742.4,75,Human Resources,Female,Single,4,6,Mail Check,N/A
5631,29,4,Yes,$24.78 ,40,Salary,51542.4,92,Marketing,Male,Divorced,1,5,Mailed Check,Yes
5632,36,6,No,$32.74 ,40,Salary,68099.2,68,Manufacturing,Female,Divorced,2,13,Mailed Check,Yes
5633,60,20,No,$54.17 ,40,Salary,112673.6,77,Research,Male,Single,N/A,17,Mail Check,N/A
5634,53,8,Yes,$31.74 ,40,Salary,66033.2,88,Research,Male,Married,6,N/A,Mail Check,Yes
5635,50,8,Yes,$76.20 ,40,Salary,158496,81,Research,Female,Divorced,6,7,Mailed Check,Yes
5636,49,18,Yes,$41.39 ,40,Salary,86091.2,-12,Manufacturing,Male,Married,4,24,Mailed Check,Yes
5637,34,9,No,$24.48 ,40,Salary,50928.4,1,Marketing,Male,Single,2,12,Mail_Check,Yes
5638,40,8,No,$80.84 ,40,Salary,168147.2,-1,Laboratory,Female,Divorced,3,24,DirectDeposit,Yes
5639,61,11,No,$41.80 ,40,Salary,86944,27,Sales,Female,Single,4,25,Mailed Check,Yes
5640,28,2,Yes,$23.14 ,40,Salary,48131.2,33,Manufacturing,Male,Divorced,3,18,Mail Check,Yes
5641,58,11,No,$57.22 ,40,Salary,133017.6,65,Human Resources,Female,Divorced,1,25,DirectDeposit,Yes
5642,51,19,No,$44.95 ,40,Salary,93496,73,Information Technology,Male,Single,5,8,Mail Check,N/A
5643,46,7,Yes,$36.42 ,40,Salary,75753.6,99,Research,Male,Single,5,25,Direct_Deposit,Yes
5644,47,8,Yes,$80.64 ,40,Salary,167731.2,71,Healthcare,Female,Single,3,N/A,Mail Check,N/A
5645,48,13,No,$58.97 ,40,Salary,122657.6,99,Human Resources,Male,Married,1,17,Mail Check,Yes
5646,49,5,No,$33.77 ,40,Salary,70241.6,83,Healthcare,Male,Single,3,13,Mail Check,Yes
5647,51,19,No,$78.09 ,40,Salary,162427.2,90,Research,Female,Married,6,N/A,Mail Check,Yes
5648,35,10,No,$30.50 ,40,Salary,-13560,97,Marketing,Male,Married,6,5,Mail Check,Yes
5649,42,7,Yes,$84.85 ,40,Salary,176488,45,Healthcare,Female,Single,4,19,DirectDeposit,N/A
5650,41,3,No,$36.13 ,40,Salary,75150.4,73,Marketing,Male,Divorced,3,25,Direct_Deposit,Yes
5651,45,11,No,$82.56 ,40,Salary,171724.8,24,Research,Male,Single,6,N/A,Mailed Check,N/A
5652,61,19,No,$40.54 ,40,Salary,84323.2,-4,Human Resources,Female,Married,N/A,23,Mailed Check,Yes
5653,56,7,Yes,$54.75 ,40,Salary,113880,95,Research,Male,Divorced,5,8,Mail Check,Yes
5654,41,1,Yes,$39.91 ,40,Salary,83012.8,46,Healthcare,Male,Married,3,N/A,Mail Check,Yes
5655,55,9,Yes,$95.01 ,40,Salary,337620.8,-6,Information Technology,Female,Married,9,10,Mail Check,Yes
5656,28,6,Yes,$22.78 ,40,Salary,47382.4,60,Research,Male,Divorced,3,N/A,Mailed Check,N/A
5657,32,8,Yes,$23.73 ,40,Salary,49358.4,56,Information Technology,Female,Married,1,10,Direct_Deposit,Yes
5658,36,8,No,$39.46 ,40,Salary,82076.8,98,Human Resources,Male,Divorced,3,25,Mailed Check,Yes
5659,40,10,No,$69.24 ,40,Salary,144033.2,74,Human Resources,Male,Single,9,21,Mail Check,N/A
5660,59,10,Yes,$42.63 ,40,Salary,88670.4,-15,Research,Female,Married,2,18,Mail Check,Yes
5661,44,7,No,$91.02 ,40,Salary,289321.6,41,Healthcare,Female,Divorced,5,13,Mail Check,Yes
5662,57,6,No,$46.39 ,40,Salary,96491.2,53,Information Technology,Female,Single,3,13,Direct_Deposit,N/A
5663,49,19,No,$48.99 ,40,Salary,102899.2,62,Laboratory,Male,Married,6,22,Direct_Deposit,Yes
5664,61,9,No,$82.03 ,40,Salary,170622.4,28,Manufacturing,Female,Divorced,9,20,Mail Check,Yes
5665,61,18,Yes,$55.80 ,40,Salary,116064,96,Manufacturing,Female,Single,N/A,6,Direct_Deposit,N/A
5666,36,1,No,$52.44 ,40,Salary,109075.2,90,Sales,Male,Divorced,2,19,Direct_Deposit,Yes
5667,48,11,No,$60.03 ,40,Salary,124862.4,49,Research,Male,Divorced,N/A,N/A,Mail Check,Yes
5668,38,2,No,$95.14 ,40,Salary,337891.2,58,Marketing,Female,Married,2,13,DirectDeposit,Yes
5669,41,9,No,$55.60 ,40,Salary,115648,24,Laboratory,Male,Single,7,15,Direct_Deposit,N/A
5670,31,2,No,$28.76 ,40,Salary,39020.8,-2,Laboratory,Male,Married,1,N/A,Mailed Check,N/A
5671,52,16,No,$81.96 ,40,Salary,170476.8,78,Research,Male,Married,9,8,Mail Check,Yes
5672,39,4,Yes,$78.66 ,40,Salary,163612.8,42,Manufacturing,Male,Divorced,3,N/A,Mail Check,Yes
5673,43,6,Yes,$59.44 ,40,Salary,123635.2,53,Human Resources,Male,Single,9,7,Mail Check,N/A
5674,32,1,No,$28.57 ,40,Salary,38625.6,28,Human Resources,Female,Single,1,21,Direct_Deposit,Yes
5675,32,7,No,$25.04 ,40,Salary,52083.2,12,Healthcare,Female,Divorced,2,9,Mail Check,Yes
5676,61,10,No,$93.08 ,40,Salary,333606.4,7,Healthcare,Female,Single,2,9,Mailed Check,N/A
5677,43,2,No,$59.09 ,40,Salary,122907.2,74,Research,Female,Single,5,20,Mail Check,N/A
5678,39,1,No,$27.16 ,40,Salary,56492.8,39,Research,Female,Divorced,5,12,Mail Check,Yes
5679,55,8,No,$82.95 ,40,Salary,172536,85,Sales,Female,Married,4,23,Mail Check,Yes
5680,57,12,No,$35.55 ,40,Salary,73944,81,Human Resources,Female,Divorced,2,N/A,Mailed Check,Yes
5681,45,9,No,$66.25 ,40,Salary,137800,21,Laboratory,Female,Divorced,6,N/A,Mail Check,Yes
5682,44,9,No,$51.34 ,40,Salary,106787.2,0,Human Resources,Female,Divorced,1,9,Mailed Check,Yes
5683,57,7,Yes,$89.28 ,40,Salary,285702.4,84,Healthcare,Female,Divorced,4,17,Mailed Check,Yes
5684,58,17,Yes,$40.94 ,40,Salary,85155.2,2,Sales,Female,Married,4,10,Mailed Check,Yes
5685,47,14,Yes,$93.73 ,40,Salary,334958.4,96,Human Resources,Female,Married,6,24,Mail Check,Yes
5686,46,20,Yes,$71.23 ,40,Salary,148158.4,44,Research,Female,Divorced,6,6,Mail Check,Yes
5687,49,5,No,$56.17 ,40,Salary,116833.6,63,Healthcare,Male,Divorced,5,10,Mail Check,Yes
5688,50,13,No,$86.52 ,40,Salary,179961.6,50,Healthcare,Female,Married,7,N/A,Mail Check,Yes
5689,42,2,Yes,$87.22 ,40,Salary,281417.6,82,Human Resources,Female,Married,2,N/A,Mailed Check,Yes
5690,58,13,No,$50.85 ,40,Salary,105768,21,Research,Female,Divorced,4,19,Mailed Check,Yes
5691,56,8,No,$41.87 ,40,Salary,87089.6,84,Marketing,Female,Single,7,9,Mail Check,Yes
5692,29,4,No,$25.69 ,40,Salary,53435.2,95,Research,Female,Married,3,19,Mailed Check,N/A
5693,52,7,No,$78.60 ,40,Salary,163488,83,Laboratory,Female,Divorced,N/A,7,DirectDeposit,Yes
5694,47,18,Yes,$94.72 ,40,Salary,337017.6,17,Marketing,Male,Married,4,19,Mailed Check,Yes
5695,49,8,No,$86.94 ,40,Salary,280835.2,27,Research,Female,Single,5,9,Mail Check,N/A
5696,52,11,Yes,$39.09 ,40,Salary,81307.2,64,Human Resources,Male,Married,8,14,Mail Check,Yes
5697,21,1,Yes,$21.85 ,40,Salary,45448,73,Sales,Male,Married,3,22,Mail_Check,N/A
5698,49,19,Yes,$34.67 ,40,Salary,72113.6,22,Human Resources,Female,Single,8,6,Mail Check,Yes
5699,56,13,Yes,$54.85 ,40,Salary,114088,40,Information Technology,Male,Married,3,N/A,Mail Check,Yes
5700,54,10,No,$75.69 ,40,Salary,157435.2,55,Healthcare,Female,Divorced,9,22,DirectDeposit,Yes
5701,50,9,Yes,$56.67 ,40,Salary,117873.6,5,Information Technology,Female,Single,9,21,Mail Check,N/A
5702,46,5,No,$41.08 ,40,Salary,85446.4,63,Human Resources,Female,Single,3,24,Mail Check,Yes
5703,56,19,No,$71.12 ,40,Salary,147929.6,62,Research,Female,Divorced,7,20,Mailed Check,Yes
5704,44,11,No,$77.03 ,40,Salary,160222.4,-4,Information Technology,Female,Married,8,23,Mail Check,Yes
5705,39,1,Yes,$71.84 ,40,Salary,149427.2,57,Research,Female,Married,3,16,Mailed Check,Yes
5706,51,13,No,$59.94 ,40,Salary,124675.2,65,Sales,Female,Married,1,14,Mail Check,Yes
5707,30,1,No,$24.33 ,40,Salary,50606.4,29,Sales,Female,Single,3,N/A,Mail Check,Yes
5708,52,8,No,$62.17 ,40,Salary,129313.6,65,Healthcare,Male,Divorced,9,11,Mail Check,Yes
5709,34,7,No,$25.59 ,40,Salary,53227.2,80,Sales,Female,Single,4,7,Mail Check,Yes
5710,37,1,Yes,$47.11 ,40,Salary,97988.8,86,Information Technology,Female,Divorced,4,6,Mail Check,Yes
5711,44,18,Yes,$40.50 ,40,Salary,84240,97,Healthcare,Male,Divorced,6,7,Mail Check,Yes
5712,41,4,No,$70.07 ,40,Salary,145745.6,-5,Human Resources,Female,Single,7,11,Mail Check,N/A
5713,46,13,No,$85.37 ,40,Salary,177569.6,60,Laboratory,Female,Single,N/A,13,Mail Check,N/A
5714,56,6,No,$92.40 ,40,Salary,332332,84,Research,Male,Married,7,18,Mail Check,Yes
5715,59,7,Yes,$40.13 ,40,Salary,83470.4,-4,Laboratory,Female,Married,2,14,Mail Check,Yes
5716,34,6,Yes,$22.91 ,40,Salary,47652.8,44,Sales,Male,Divorced,3,19,Mail_Check,N/A
5717,22,1,Yes,$22.01 ,40,Salary,45780.8,67,Sales,Female,Single,1,6,Mail_Check,Yes
5718,32,4,No,$23.70 ,40,Salary,49296,58,Laboratory,Male,Married,1,8,Mail Check,Yes
5719,40,5,Yes,$33.64 ,40,Salary,40851.2,79,Sales,Male,Single,N/A,N/A,Direct_Deposit,Yes
5720,37,4,Yes,$64.82 ,40,Salary,134825.6,58,Sales,Male,Divorced,4,24,Mailed Check,Yes
5721,46,6,Yes,$39.44 ,40,Salary,82035.2,62,Sales,Female,Single,5,22,Mail Check,Yes
5722,50,20,No,$44.49 ,40,Salary,92539.2,34,Research,Female,Single,5,15,Direct_Deposit,N/A
5723,57,19,No,$84.69 ,40,Salary,176155.2,-11,Information Technology,Male,Divorced,5,15,Mailed Check,Yes
5724,58,8,No,$76.28 ,40,Salary,158454.4,30,Marketing,Female,Divorced,N/A,N/A,Mail Check,Yes
5725,44,20,Yes,$84.82 ,40,Salary,176425.6,16,Human Resources,Female,Married,9,15,Mailed Check,Yes
5726,52,13,Yes,$81.87 ,40,Salary,170289.6,94,Marketing,Female,Married,3,N/A,DirectDeposit,Yes
5727,36,8,No,$83.95 ,40,Salary,174616,85,Marketing,Female,Married,4,10,Mail Check,Yes
5728,59,20,No,$46.07 ,40,Salary,95825.6,44,Research,Female,Divorced,N/A,20,Mailed Check,Yes
5729,46,20,No,$75.69 ,40,Salary,157435.2,35,Research,Male,Divorced,5,16,Mailed Check,Yes
5730,51,12,Yes,$59.27 ,40,Salary,123281.6,20,Laboratory,Male,Married,2,21,DirectDeposit,Yes
5731,45,6,Yes,$34.81 ,40,Salary,72404.8,28,Human Resources,Male,Married,5,22,Direct_Deposit,Yes
5732,52,15,No,$83.25 ,40,Salary,173160,59,Sales,Female,Married,4,11,Mailed Check,Yes
5733,46,7,Yes,$83.33 ,40,Salary,173326.4,79,Sales,Female,Married,7,N/A,Mail Check,Yes
5734,44,17,No,$72.89 ,40,Salary,151611.2,98,Sales,Male,Divorced,1,19,Mail Check,Yes
5735,43,2,Yes,$56.61 ,40,Salary,117748.8,60,Healthcare,Male,Married,2,N/A,Mailed Check,Yes
5736,30,2,Yes,$30.75 ,40,Salary,63960,-1,Information Technology,Female,Divorced,1,N/A,Mailed Check,Yes
5737,45,8,No,$55.71 ,40,Salary,115876.8,33,Research,Male,Divorced,7,25,Direct_Deposit,Yes
5738,45,15,Yes,$97.82 ,40,Salary,203465.6,28,Information Technology,Female,Married,6,13,DirectDeposit,Yes
5739,60,9,No,$32.43 ,40,Salary,67454.4,28,Human Resources,Female,Married,5,13,Mail Check,Yes
5740,57,17,Yes,$80.15 ,40,Salary,166712,24,Human Resources,Male,Divorced,9,14,Mailed Check,Yes
5741,36,9,No,$31.49 ,40,Salary,65499.2,67,Healthcare,Female,Married,4,16,Mailed Check,Yes
5742,46,13,Yes,$83.30 ,40,Salary,173264,52,Research,Female,Divorced,4,25,Mailed Check,Yes
5743,37,3,Yes,$80.87 ,40,Salary,168209.6,69,Human Resources,Female,Single,2,N/A,Mail Check,N/A
5744,24,1,No,$21.03 ,40,Salary,43742.4,47,Research,Male,Married,1,9,Mail_Check,N/A
5745,43,2,No,$79.39 ,40,Salary,165131.2,84,Information Technology,Female,Married,6,N/A,Mailed Check,Yes
5746,44,15,No,$73.74 ,40,Salary,153379.2,97,Healthcare,Male,Married,4,18,Mailed Check,Yes
5747,60,11,Yes,$55.86 ,40,Salary,116288.8,8,Human Resources,Female,Divorced,6,N/A,Mail Check,Yes
5748,49,17,No,$57.28 ,40,Salary,133142.4,-10,Sales,Female,Divorced,3,23,Mail Check,Yes
5749,53,6,Yes,$57.28 ,40,Salary,133142.4,23,Sales,Female,Divorced,N/A,24,DirectDeposit,Yes
5750,31,1,No,$24.58 ,40,Salary,51126.4,55,Laboratory,Female,Single,2,5,Mail Check,Yes
5751,35,6,No,$30.96 ,40,Salary,64396.8,62,Manufacturing,Male,Married,4,14,Mail Check,Yes
5752,50,15,Yes,$43.06 ,40,Salary,89564.8,-11,Manufacturing,Male,Single,5,20,Mail Check,Yes
5753,47,7,Yes,$57.73 ,40,Salary,120078.4,33,Research,Male,Single,1,7,DirectDeposit,N/A
5754,45,12,No,$80.01 ,40,Salary,166420.8,99,Sales,Male,Single,6,23,Mailed Check,N/A
5755,34,6,No,$29.80 ,40,Salary,63384,27,Research,Male,Divorced,3,25,Mail Check,Yes
5756,52,18,No,$31.39 ,40,Salary,65291.2,89,Research,Male,Married,5,N/A,Mail Check,Yes
5757,30,3,No,$24.07 ,40,Salary,50065.6,56,Laboratory,Female,Single,2,9,Mail_Check,Yes
5758,56,11,Yes,$92.63 ,40,Salary,332670.4,82,Research,Female,Married,7,14,Mail Check,Yes
5759,39,10,No,$72.99 ,40,Salary,152833.2,33,Research,Female,Divorced,4,N/A,Mail Check,Yes
5760,26,3,Yes,$21.17 ,40,Salary,44033.6,74,Healthcare,Male,Divorced,2,N/A,Mail Check,N/A
5761,34,8,Yes,$28.59 ,40,Salary,38667.2,95,Information Technology,Male,Single,1,N/A,Mailed Check,Yes
5762,27,6,No,$21.85 ,40,Salary,45448,46,Information Technology,Female,Divorced,2,N/A,Mailed Check,N/A
5763,27,3,No,$21.31 ,40,Salary,44324.8,28,Research,Male,Married,2,25,Direct Deposit,N/A
5764,39,4,Yes,$97.22 ,40,Salary,202217.6,-13,Laboratory,Female,Married,5,11,DirectDeposit,Yes
5765,37,5,Yes,$26.92 ,40,Salary,55993.6,61,Sales,Male,Married,3,20,Mail_Check,N/A
5766,54,5,No,$95.53 ,40,Salary,338702.4,55,Laboratory,Male,Divorced,N/A,11,DirectDeposit,Yes
5767,54,15,Yes,$63.45 ,40,Salary,133376,83,Laboratory,Female,Divorced,1,20,DirectDeposit,Yes
5768,42,4,No,$61.98 ,40,Salary,128928.4,26,Sales,Male,Divorced,7,6,Mailed Check,Yes
5769,36,5,No,$88.06 ,40,Salary,283164.8,20,Manufacturing,Female,Married,5,9,Mailed Check,Yes
5770,55,10,Yes,$83.91 ,40,Salary,174532.8,63,Research,Female,Divorced,4,22,Mailed Check,Yes
5771,42,4,Yes,$79.87 ,40,Salary,166129.6,-14,Sales,Female,Married,2,19,Mailed Check,Yes
5772,59,13,No,$52.13 ,40,Salary,108430.4,3,Research,Female,Divorced,6,23,Mail Check,Yes
5773,55,19,No,$77.84 ,40,Salary,163307.2,13,Laboratory,Female,Divorced,2,5,Mail Check,Yes
5774,37,7,Yes,$88.39 ,40,Salary,283851.2,-8,Marketing,Female,Single,6,23,Mailed Check,N/A
5775,30,2,Yes,$24.66 ,40,Salary,51292.8,11,Information Technology,Female,Divorced,3,8,Direct_Deposit,Yes
5776,47,19,No,$92.21 ,40,Salary,331796.8,60,Laboratory,Female,Divorced,N/A,15,Mail Check,Yes
5777,41,5,No,$44.32 ,40,Salary,92285.6,71,Research,Male,Married,2,25,Mailed Check,Yes
5778,37,8,No,$66.35 ,40,Salary,138008,33,Information Technology,Female,Divorced,2,9,Mailed Check,Yes
5779,36,6,No,$30.54 ,40,Salary,63523.2,11,Manufacturing,Female,Divorced,4,20,Mail Check,Yes
5780,46,9,Yes,$63.57 ,40,Salary,132225.6,70,Research,Female,Divorced,9,23,DirectDeposit,Yes
5781,42,6,No,$85.17 ,40,Salary,177153.6,-3,Human Resources,Male,Divorced,N/A,16,Mailed Check,Yes
5782,30,5,Yes,$25.40 ,40,Salary,52832,70,Research,Male,Married,1,22,Mailed Check,Yes
5783,37,1,Yes,$26.00 ,40,Salary,54080,57,Marketing,Male,Married,2,N/A,Direct_Deposit,Yes
5784,46,10,No,$96.53 ,40,Salary,200782.4,-6,Human Resources,Female,Divorced,6,18,Mailed Check,Yes
5785,47,17,Yes,$81.39 ,40,Salary,169291.2,37,Research,Female,Divorced,7,10,Mail Check,Yes
5786,49,8,Yes,$76.59 ,40,Salary,159307.2,7,Human Resources,Male,Single,7,14,Mail Check,N/A
5787,54,20,Yes,$80.10 ,40,Salary,166608,22,Laboratory,Female,Divorced,6,23,Mailed Check,Yes
5788,36,9,No,$29.26 ,40,Salary,60860.8,68,Information Technology,Male,Married,2,14,Direct_Deposit,Yes
5789,44,10,No,$76.03 ,40,Salary,158142.4,5,Manufacturing,Female,Divorced,6,20,Mailed Check,Yes
5790,38,7,No,$76.87 ,40,Salary,159889.6,27,Human Resources,Female,Single,1,12,DirectDeposit,N/A
5791,54,6,Yes,$48.93 ,40,Salary,101774.4,90,Laboratory,Female,Married,5,13,Mail Check,Yes
5792,54,15,Yes,$33.53 ,40,Salary,40622.4,33,Manufacturing,Male,Divorced,7,22,Mail_Check,N/A
5793,36,2,No,$56.97 ,40,Salary,128497.6,-9,Human Resources,Female,Single,2,18,DirectDeposit,N/A
5794,21,1,Yes,$20.31 ,40,Salary,42244.8,33,Sales,Female,Single,1,15,Direct_Deposit,Yes
5795,36,4,No,$26.60 ,40,Salary,55328,-12,Marketing,Male,Married,1,8,Mail_Check,N/A
5796,36,2,No,$95.17 ,40,Salary,337953.6,77,Marketing,Male,Married,6,16,DirectDeposit,Yes
5797,56,8,Yes,$45.88 ,40,Salary,95430.4,73,Sales,Female,Married,7,6,Direct_Deposit,Yes
5798,54,9,No,$34.03 ,40,Salary,70782.4,69,Sales,Male,Single,4,11,Mailed Check,Yes
5799,42,9,Yes,$59.41 ,40,Salary,123572.8,24,Human Resources,Male,Married,3,20,DirectDeposit,Yes
5800,61,9,Yes,$67.16 ,40,Salary,139692.8,71,Research,Female,Single,5,18,Mail Check,N/A
5801,52,19,Yes,$64.74 ,40,Salary,134659.2,29,Research,Female,Divorced,3,5,Mail Check,Yes
5802,60,9,No,$34.91 ,40,Salary,72612.8,4,Research,Female,Single,9,14,Mail Check,Yes
5803,26,3,No,$20.64 ,40,Salary,42931.2,90,Research,Female,Divorced,2,14,Direct Deposit,N/A
5804,60,19,No,$34.48 ,40,Salary,71728.4,33,Information Technology,Male,Single,5,19,Mail Check,Yes
5805,38,9,Yes,$30.02 ,40,Salary,-14558.4,13,Marketing,Female,Married,6,17,Mail Check,Yes
5806,26,3,Yes,$22.35 ,40,Salary,46488,99,Manufacturing,Female,Married,3,14,Mail Check,Yes
5807,51,5,No,$87.72 ,40,Salary,282457.6,-11,Information Technology,Female,Divorced,1,7,Mail Check,Yes
5808,56,16,No,$66.16 ,40,Salary,137612.8,26,Marketing,Female,Single,1,22,Mailed Check,N/A
5809,50,6,No,$90.07 ,40,Salary,287345.6,71,Sales,Male,Single,4,23,DirectDeposit,N/A
5810,25,3,Yes,$20.74 ,40,Salary,43139.2,46,Manufacturing,Female,Married,2,17,Mail Check,Yes
5811,24,1,Yes,$20.06 ,40,Salary,41724.8,10,Research,Female,Single,1,20,Mail_Check,Yes
5812,27,1,Yes,$22.03 ,40,Salary,4822.4,0,Research,Male,Divorced,3,9,Mail Check,Yes
5813,57,17,Yes,$48.94 ,40,Salary,101795.2,86,Marketing,Male,Divorced,7,20,Mail Check,Yes
5814,25,3,No,$22.47 ,40,Salary,46737.6,35,Research,Male,Single,2,23,Direct_Deposit,Yes
5815,60,15,Yes,$95.55 ,40,Salary,338744,66,Human Resources,Female,Divorced,N/A,10,Mailed Check,Yes
5816,41,7,No,$38.81 ,40,Salary,80724.8,9,Human Resources,Female,Divorced,2,5,Mail Check,Yes
5817,58,18,No,$42.73 ,40,Salary,88878.4,64,Manufacturing,Male,Single,2,N/A,Mail Check,Yes
5818,48,5,No,$88.51 ,40,Salary,284100.8,17,Manufacturing,Prefer Not to Answer,Single,2,7,DirectDeposit,N/A
5819,31,4,Yes,$23.61 ,40,Salary,49108.8,-10,Sales,Male,Married,2,18,Mail Check,Yes
5820,30,5,Yes,$29.04 ,40,Salary,60403.2,11,Sales,Female,Single,2,17,Direct_Deposit,Yes
5821,29,3,No,$23.85 ,40,Salary,49608,13,Healthcare,Male,Divorced,1,17,Mail_Check,N/A
5822,61,20,Yes,$67.04 ,40,Salary,139443.2,76,Sales,Female,Divorced,2,19,Mail Check,Yes
5823,51,20,No,$41.13 ,40,Salary,85550.4,45,Information Technology,Female,Divorced,1,25,Mail Check,Yes
5824,54,6,No,$95.48 ,40,Salary,338598.4,39,Sales,Female,Divorced,5,17,Mail Check,Yes
5825,53,17,No,$56.59 ,40,Salary,117707.2,67,Sales,Female,Divorced,6,5,Direct_Deposit,Yes
5826,42,10,Yes,$31.26 ,40,Salary,65020.8,93,Manufacturing,Female,Married,7,20,Direct_Deposit,Yes
5827,42,7,Yes,$59.86 ,40,Salary,124508.8,2,Healthcare,Male,Married,8,N/A,Mail Check,Yes
5828,50,17,Yes,$49.28 ,40,Salary,102294.4,85,Research,Male,Single,5,24,Direct_Deposit,N/A
5829,30,2,No,$29.15 ,40,Salary,58502.4,76,Research,Female,Single,3,23,Direct Deposit,Yes
5830,50,5,No,$85.86 ,40,Salary,178588.8,27,Human Resources,Male,Married,4,5,Mail Check,Yes
5831,58,15,Yes,$61.22 ,40,Salary,127337.6,0,Manufacturing,Female,Single,7,N/A,Mail Check,N/A
5832,51,19,No,$37.40 ,40,Salary,77792,16,Marketing,Female,Divorced,7,5,Direct_Deposit,Yes
5833,46,18,No,$68.21 ,40,Salary,142876.8,59,Research,Prefer Not to Answer,Divorced,6,11,Mail Check,Yes
5834,40,9,Yes,$78.38 ,40,Salary,163030.4,93,Information Technology,Prefer Not to Answer,Divorced,2,22,Mail Check,Yes
5835,57,14,Yes,$32.36 ,40,Salary,67308.8,45,Manufacturing,Male,Single,5,14,Mail Check,Yes
5836,54,12,Yes,$83.77 ,40,Salary,174241.6,34,Research,Female,Divorced,5,24,Mailed Check,Yes
5837,55,7,Yes,$31.60 ,40,Salary,65728,50,Sales,Male,Married,9,N/A,Mail Check,Yes
5838,33,4,Yes,$29.31 ,40,Salary,62142.4,43,Research,Female,Married,4,13,Mail Check,Yes
5839,43,8,No,$66.93 ,40,Salary,139214.4,28,Laboratory,Female,Divorced,N/A,N/A,Mail Check,Yes
