CrimeRate,SchoolRating,Price
36.4,8.71,484959.3802
13.24,5.77,147924.8775
21.91,5.26,341137.3523
10.7,8.53,344911.5591
14.52,8.0,397836.7671
1.36,5.06,125547.0981
18.08,7.27,295280.7222
66.84,5.53,188442.1053
3.55,7.43,335517.7029
51.05,6.96,138465.3329
24.06,6.69,278062.661
21.3,7.65,161611.813
44.36,5.44,259413.6359
19.68,3.24,358905.9131
44.82,4.56,553218.0459
18.48,8.49,120464.7704
19.59,5.04,282994.8668
38.12,6.05,109353.449
4.54,7.93,353651.7208
35.08,6.75,172711.0743
2.24,8.33,147335.3796
11.04,4.88,182683.8867
42.66,8.51,299567.9959
52.44,6.59,244027.2836
37.26,9.01,257520.3555
22.77,9.06,329648.5927
35.25,7.5,182105.3596
1.27,8.38,432803.8536
30.1,7.46,385473.4938
45.21,9.26,245413.2988
48.4,6.48,224232.9026
40.31,2.59,179635.891
32.08,6.28,189735.9028
3.25,5.95,293761.1775
20.47,9.07,548417.5068
30.4,6.86,463412.5911
36.53,7.07,611335.534
24.53,10.0,455238.6954
18.12,3.52,94945.29121
53.15,8.9,329248.5451
17.33,4.49,160359.5372
60.6,7.93,474269.9146
19.29,7.82,201442.1326
48.76,9.12,303217.004
45.11,5.24,329770.112
48.97,5.62,163847.6551
43.42,6.23,118378.6969
30.54,7.53,259072.1918
0.39,7.59,215335.419
24.86,6.08,325830.4139
71.59,9.63,582774.318
21.94,7.03,462583.2748
37.45,5.9,152926.0367
61.14,6.87,106447.0001
25.95,5.46,250270.0733
21.41,9.12,445046.2937
66.94,7.13,156150.7303
63.37,5.26,138315.1695
40.47,8.2,214925.2506
32.13,9.2,280856.0706
12.2,6.54,452624.6154
44.58,7.08,276852.617
34.32,2.73,414159.8518
37.51,9.09,181878.1121
28.25,8.59,448257.7508
21.9,10.0,297161.0335
55.79,8.08,538568.7553
45.47,7.82,329310.4682
23.97,8.89,220926.562
15.22,4.97,208793.7303
27.83,6.35,426944.4873
12.48,10.0,297768.4233
35.14,4.27,202792.0195
69.66,4.64,257820.883
28.89,10.0,719331.4896
37.55,7.69,526756.9959
64.7,6.22,216374.8129
40.36,6.4,730786.3043
48.1,6.58,355873.0695
4.93,5.16,274638.1222
52.86,5.93,354991.1055
48.64,9.33,197318.2591
54.66,6.07,216506.6648
17.37,6.05,108490.1181
30.0,7.49,429260.2981
36.53,7.62,203231.4107
8.56,6.22,312197.9063
13.79,6.14,259399.4509
18.87,8.23,354020.6613
7.05,7.8,670334.3299
8.8,6.85,396913.3339
46.09,7.07,204063.8821
8.96,8.58,283619.0625
27.27,7.85,374408.3745
34.98,9.54,295860.5658
6.03,7.58,451762.9087
15.79,3.63,136734.5207
25.03,8.09,179621.2942
68.89,6.46,104494.0941
53.98,10.0,232734.2708
18.99,10.0,439069.212
80.06,7.51,382919.7319
5.83,6.01,354630.7593
51.56,9.15,489571.0562
48.61,6.51,107724.4395
15.23,7.92,513827.4323
32.68,10.0,291908.329
0.63,9.85,373249.1694
13.16,7.02,149113.8024
23.46,3.26,107628.6258
7.45,8.59,415698.1237
34.58,6.39,118774.584
48.43,5.79,359293.2998
38.92,7.47,176525.3283
30.7,10.0,544101.1038
61.23,8.75,333010.0784
35.16,7.7,533299.9959
11.18,9.2,343397.9756
35.23,10.0,713551.7912
65.13,2.85,152093.8417
32.82,7.87,167086.2464
16.1,2.52,179713.0449
14.58,7.01,447821.6703
32.57,6.06,399822.7895
8.39,7.79,161195.7912
66.56,7.47,165341.6144
0.54,7.97,417207.8893
7.19,4.98,317332.7509
16.89,5.49,232133.557
15.84,9.85,1024519.119
16.36,3.95,342368.1851
25.83,6.14,176492.6957
37.05,10.0,838769.975
37.09,5.76,310573.1299
44.09,6.59,137956.9998
20.57,9.13,622546.9995
34.81,8.82,479896.9346
49.19,6.45,113517.1348
15.57,9.29,605073.6116
44.51,7.24,115818.4461
33.41,7.98,113742.3577
65.76,8.76,105789.8119
30.18,6.82,333409.777
31.35,6.05,229083.7701
0.85,8.52,427537.2168
19.34,9.49,331872.4272
30.05,7.38,170712.7342
13.41,7.19,462670.0166
63.64,10.0,406174.3374
27.9,6.13,476783.0867
21.42,6.23,168745.4268
5.27,7.18,443878.1302
67.66,3.06,254754.2361
4.0,6.53,129329.3717
36.0,6.49,275672.8901
24.61,6.21,235371.6686
52.99,6.94,356303.0078
22.55,8.29,397944.8863
29.05,7.51,448149.3355
0.54,9.38,704374.5511
28.36,7.65,307165.0681
17.3,10.0,773888.7987
26.3,6.84,183257.9263
2.12,5.69,165001.8779
22.04,3.37,234719.5722
8.14,7.23,151390.0694
18.95,4.52,481282.1057
0.16,5.94,124209.0541
22.63,7.53,442991.002
43.88,2.77,242998.1077
45.49,6.83,294738.4393
20.61,5.58,272679.2009
52.7,5.15,103129.133
35.04,7.04,232290.5139
61.74,8.01,266670.5158
22.48,7.93,185241.968
6.78,9.36,255114.2111
44.95,6.04,180984.9615
20.91,8.04,205364.9148
6.96,6.02,856276.5702
56.15,7.44,584773.6586
32.06,6.31,543530.4933
61.27,4.37,108074.4061
18.53,9.32,402303.617
20.62,10.0,451813.1003
16.49,5.21,324412.5087
25.61,10.0,478875.1957
37.79,7.69,527791.5519
3.39,8.2,371188.7216
45.2,4.23,324159.0214
35.22,5.52,111989.9103
37.69,8.58,571149.0188
49.69,7.02,610644.4847
19.68,7.12,254564.3918
10.91,4.68,118420.3323
42.84,5.23,295324.819
29.23,9.49,329886.498
39.59,3.11,299926.3906
55.87,8.15,299616.9397
18.67,5.92,343455.0967
21.06,5.07,334874.4242
49.37,6.81,126313.9809
9.6,9.54,462043.3268
33.33,6.83,448351.6474
29.28,7.03,547107.722
30.37,4.46,126155.5558
44.02,7.37,303146.052
25.14,4.1,114541.7742
83.85,3.93,138420.4848
23.56,7.78,157692.2378
26.94,6.68,217917.5136
34.45,3.71,138761.6006
39.52,7.33,356639.1253
29.65,9.19,255488.3252
73.21,10.0,739123.5425
21.25,7.45,439717.8031
23.28,5.93,254732.3594
49.68,5.07,136314.9004
24.02,10.0,168159.7604
20.81,4.92,149706.996
31.51,10.0,483124.0778
33.53,4.67,317826.7291
57.76,10.0,491887.0762
31.63,8.36,491132.4585
32.45,7.9,365094.6323
48.13,5.87,488567.3674
37.65,9.06,234631.3808
40.36,5.26,154400.7525
33.93,5.37,269865.6223
56.0,5.98,222065.2125
1.75,6.92,519811.7034
1.44,6.41,579176.5925
1.87,7.71,217357.924
25.36,5.36,235650.2469
32.34,5.35,345892.9122
12.78,10.0,436711.6125
29.17,6.97,396428.1539
5.39,9.02,197581.5547
31.0,9.39,362063.8721
67.74,6.4,418226.226
19.43,7.2,226658.9276
15.18,8.76,294283.1239
35.19,5.16,226528.3599
44.71,5.46,221653.0451
10.43,7.17,121928.5813
9.3,4.33,145855.3631
42.13,9.73,342147.8498
7.11,9.64,572012.3294
24.59,5.58,269943.1539
41.76,3.95,219969.8851
17.89,5.62,369969.2973
41.03,5.21,332145.3784
32.25,5.01,109888.7624
23.45,6.44,297256.5871
32.05,5.32,180913.36
19.79,4.84,192507.0224
30.02,8.06,137536.1443
44.97,8.68,464838.8622
21.31,9.28,611786.1264
39.09,6.46,439067.9892
20.15,8.53,307908.9626
20.42,8.87,324624.6879
27.75,8.7,404300.6422
3.73,9.37,523957.4089
43.05,3.52,169402.8034
61.39,10.0,672571.3857
64.82,6.13,135635.1167
20.65,10.0,482017.4676
37.36,6.37,208302.3543
4.93,8.58,311283.1048
25.58,7.5,474262.431
54.42,10.0,469792.0289
22.84,7.97,439281.9156
54.18,8.07,377809.1796
11.26,5.84,655183.3652
29.15,7.67,237511.6102
72.4,7.52,391146.0655
23.49,7.89,446113.4462
33.7,5.31,281655.736
25.76,5.82,652006.0813
37.84,4.4,169471.5239
21.5,5.99,163370.4662
53.42,8.1,208876.8089
16.82,8.64,213919.6444
48.29,5.62,211150.8233
52.24,7.14,134397.8758
31.42,8.91,411131.67
37.71,6.21,314862.9031
22.13,10.0,628152.6935
29.01,2.71,296999.248
32.88,6.17,561175.1138
12.56,6.41,131578.2299
7.67,5.3,368325.8931
7.44,10.0,362656.4323
24.86,6.78,290095.1722
46.97,7.31,754848.4025
48.18,4.25,115209.9412
1.67,5.92,166306.0265
22.73,5.1,489752.3503
26.41,2.48,432899.8862
70.38,6.83,191458.4188
19.61,6.98,182376.0913
54.3,6.76,359154.4452
54.34,8.51,229985.76
1.84,8.84,238678.8672
13.26,5.32,445125.9499
4.43,8.58,258536.9667
26.05,9.01,384097.6603
39.25,4.52,108684.8082
18.47,2.42,314431.4141
15.59,5.42,326446.5612
58.9,6.1,592878.0164
46.55,8.66,134257.9645
61.68,5.87,119850.694
22.96,8.4,612273.691
44.67,2.91,188284.0518
43.23,4.92,139547.3221
49.35,8.75,307325.5166
8.59,5.32,448803.6599
18.53,6.75,275558.7316
3.12,8.34,283872.353
52.02,8.54,792902.0333
77.3,6.48,124464.1959
13.57,6.48,232474.8527
12.08,6.22,111564.0417
34.92,4.86,360685.8504
0.35,6.63,221064.633
22.71,5.24,223986.7535
62.52,4.75,140764.7725
34.48,6.74,334089.7381
37.45,7.35,202492.5214
22.13,9.47,316805.749
82.77,2.05,119164.7362
33.59,8.62,368225.0555
27.91,6.67,105336.1581
8.17,3.29,308517.5187
17.49,2.6,207001.6902
1.4,9.08,215523.7457
9.67,6.42,184107.5474
55.69,4.87,557539.1088
57.61,6.3,338433.3133
40.16,6.9,143168.2995
35.64,5.24,249169.7703
27.54,4.04,163022.5614
22.78,5.22,131853.8666
25.88,4.79,338485.1269
58.03,6.51,356754.0484
24.69,5.74,95153.23721
62.44,6.13,333044.5036
46.04,6.85,294473.2071
66.28,8.26,414809.4504
15.28,5.24,102361.1318
28.69,6.55,288106.0885
45.51,7.27,385022.8356
57.65,8.06,218450.2049
52.14,5.46,217689.4574
14.75,8.36,420809.5649
8.49,5.17,192581.5685
10.35,4.32,180672.84
14.56,7.2,151369.7369
47.08,10.0,653440.5314
53.0,8.92,244050.2982
33.15,7.76,207894.5331
16.94,4.45,229454.0694
24.67,8.35,461043.3516
18.15,4.23,270178.5985
51.46,6.59,110274.9103
23.55,9.1,218414.7041
57.03,4.84,183678.3238
37.84,7.27,232875.4715
43.21,5.57,354230.9295
31.86,8.11,214175.3206
17.46,7.82,297423.1277
63.14,8.22,530254.5409
2.21,7.57,410194.7332
54.23,0.23,144485.8132
51.86,4.49,138310.3571
43.73,6.17,305092.5135
31.39,5.76,432917.1193
25.31,6.56,357762.5729
50.16,8.31,284402.3429
76.0,5.73,197307.6923
39.45,9.73,475681.4227
17.02,4.78,401002.3532
41.2,8.67,431435.5791
23.36,9.58,334194.8309
63.54,5.3,271846.2022
9.88,10.0,330865.3714
53.48,4.64,91512.09051
28.15,8.71,486068.0823
6.85,7.26,281753.5547
23.8,6.73,197046.1664
57.09,4.52,293998.622
42.74,9.04,898733.2881
15.64,5.88,206992.6136
49.18,8.07,190732.4501
23.46,5.76,243122.8524
3.02,8.86,417647.5648
21.5,10.0,336680.312
41.36,7.52,286606.7534
21.26,4.81,237962.8901
21.32,7.21,416588.5502
7.57,8.8,359337.9394
34.24,6.28,312625.3158
42.2,8.27,475264.6945
25.91,5.75,266182.0228
56.33,3.19,116537.0207
11.83,6.59,248909.1914
42.65,5.64,540968.028
8.24,5.8,481998.8766
42.74,6.29,205821.4283
10.08,7.79,469204.7181
22.58,6.63,332227.9805
18.7,8.93,411915.1851
67.0,4.35,250971.3034
49.98,3.55,158157.9756
11.9,10.0,356969.6722
16.42,6.2,299649.7369
20.56,5.62,255614.8992
29.29,8.49,483538.6537
7.81,10.0,678856.1535
44.08,5.16,156162.9293
37.97,4.19,268522.6089
20.24,9.5,395108.6609
13.49,7.31,313336.7835
19.65,5.5,380664.6365
66.22,7.47,197164.2005
64.54,9.5,466152.7444
17.29,2.85,118318.5553
17.23,9.36,293738.7038
62.61,4.36,235053.9275
30.58,4.14,260262.293
62.82,5.96,309973.0901
58.59,10.0,467528.3796
53.97,8.22,164865.8263
34.85,7.1,590336.7802
11.89,9.35,439672.1542
62.59,3.4,489941.7627
39.67,2.13,262495.0027
43.12,5.43,251668.5837
30.22,9.29,655655.4963
1.88,5.33,202699.6241
12.67,7.64,168141.7004
3.26,3.22,218338.9366
25.94,7.3,314184.2177
30.11,9.92,548708.0646
54.88,6.74,336400.2977
25.39,10.0,637118.2194
30.19,5.95,830298.342
58.38,5.88,386724.8723
38.76,8.74,401983.7276
49.89,4.05,167842.3834
41.63,4.08,105659.5162
14.22,10.0,409191.0991
36.57,7.49,317686.7158
32.59,7.02,356729.1921
33.5,1.16,168440.38
45.97,4.63,98485.69882
47.83,7.76,265594.885
31.91,5.77,197659.0477
20.47,8.59,95078.5366
72.84,5.29,281220.2829
31.0,6.02,231996.9865
33.61,7.52,279742.0998
68.35,5.82,146971.1482
9.99,8.52,620383.6814
53.52,4.95,199859.2865
36.17,7.02,398883.5375
63.9,9.06,257554.7764
8.09,4.99,220321.5049
41.49,8.42,449684.8712
53.2,7.2,397803.9845
3.88,9.42,536763.4995
43.08,7.92,138503.6879
45.36,10.0,383724.1186
35.38,7.43,247749.1269
17.62,8.25,240418.5569
19.82,10.0,317966.9791
76.65,7.39,340473.0578
5.55,7.34,391602.5135
55.26,9.25,476443.3303
78.98,1.94,178033.013
36.24,8.28,365462.756
32.34,10.0,409934.7182
25.77,5.38,106487.3614
20.01,7.68,376348.1229
26.56,6.47,220243.667
0.77,4.35,233860.5597
8.22,5.37,176531.527
23.51,5.98,415701.1553
13.77,10.0,832364.5386
13.91,8.95,459692.6221
3.7,7.01,239719.168
12.4,2.42,250070.1344
32.33,6.58,452040.361
7.84,7.82,347975.5257
74.91,3.87,291636.1534
26.29,6.12,177099.3657
13.56,6.29,210373.8428
25.81,7.2,259052.416
58.86,1.95,123457.3985
22.7,10.0,251924.3703
38.5,7.07,96794.62338
50.28,7.76,648983.5545
48.48,4.92,172212.6478
40.67,8.86,274760.2602
48.45,5.3,224962.3678
51.48,3.85,111084.7262
29.14,7.53,214522.3518
52.1,4.0,197631.161
41.9,8.7,308470.7357
31.39,8.76,171908.0275
54.6,2.92,178681.0914
39.11,7.45,117951.9489
13.36,6.95,342470.7477
8.07,9.41,669899.8306
10.45,5.47,171463.446
8.05,7.69,451307.7722
36.77,10.0,1021383.138
39.48,6.52,240209.1375
39.87,4.72,286069.083
17.4,9.14,290976.1554
33.85,4.22,226378.703
14.04,10.0,467780.1173
41.49,4.36,104494.1398
5.8,3.18,242583.861
24.87,4.38,175214.5163
24.65,7.06,316635.7496
18.79,8.62,173399.3359
72.74,6.17,117301.2525
5.11,8.39,349936.8147
4.6,8.95,530298.4977
19.15,9.05,212457.828
0.28,5.89,223063.3335
49.6,6.12,301411.1411
25.74,6.68,212750.9135
65.39,6.85,109291.8156
15.61,7.12,494924.5852
42.93,7.36,342589.5947
21.57,8.01,150525.8601
34.1,6.56,256951.6967
19.74,8.3,520032.12
54.37,4.22,192521.6106
1.66,9.61,533735.283
13.5,8.64,328886.6243
63.29,6.64,234615.5798
54.61,8.25,551271.1624
8.5,7.52,490827.0104
25.36,7.88,411731.8548
17.12,7.33,550774.8003
49.95,5.98,316604.0103
56.29,8.39,467118.2498
26.23,7.62,340834.0191
29.44,5.46,206292.4974
4.85,10.0,726744.0329
44.66,3.37,347447.5701
36.3,9.21,215208.6958
27.82,5.65,186211.2944
3.78,8.99,268163.8259
24.92,9.28,292423.6433
62.2,7.12,160234.8661
39.59,5.1,387338.4613
45.17,5.27,319925.1832
39.93,9.04,328246.596
50.25,3.91,263012.9653
20.46,8.23,481343.2377
33.81,8.16,337965.0351
46.48,7.15,643258.8816
14.55,5.23,244632.1739
40.3,7.52,287497.9485
52.5,5.56,364721.6372
40.29,7.39,211064.3934
23.82,6.09,137458.5869
8.54,6.15,206088.2827
44.41,7.28,361972.9183
68.04,6.81,279416.6081
45.85,6.9,407186.8924
36.19,4.29,412373.3986
8.64,5.12,737642.2279
34.46,4.39,217570.6037
2.07,9.06,570597.1907
1.9,4.73,297752.7272
18.25,5.64,213944.3293
45.99,7.08,138488.8491
28.45,9.69,507210.8837
23.7,5.59,119443.0763
54.34,6.98,482633.7756
26.85,5.78,347294.6279
1.99,6.48,596493.3763
13.84,5.61,131576.8368
81.01,5.3,204452.9966
39.48,3.63,115173.7373
5.46,10.0,381488.4294
72.38,7.03,170795.5101
37.27,10.0,265321.4022
15.55,9.37,396806.8532
65.54,6.83,221437.2518
22.85,8.99,289809.1616
28.74,6.48,486956.4901
2.64,8.83,198667.8465
48.99,9.75,468264.3781
16.43,7.39,270524.0295
15.9,7.34,321391.2068
37.55,8.86,609318.9799
47.81,6.66,454508.5205
8.13,8.12,238164.0926
36.09,6.79,166979.9417
7.08,10.0,447702.5196
5.5,10.0,339933.3714
58.82,4.79,238883.7761
53.96,10.0,580161.3982
35.41,9.75,280964.1246
15.08,10.0,267189.6762
58.47,7.43,128597.2572
40.12,8.32,375822.6095
11.46,9.0,734718.2092
31.93,3.82,177565.4235
2.51,10.0,458236.3894
37.98,5.26,146907.4989
0.62,6.48,173956.117
17.91,6.41,193380.8159
22.36,6.47,163561.6621
8.31,5.27,500296.9494
17.79,8.97,239730.0695
24.16,9.37,457222.6993
49.99,6.35,287015.2723
54.02,8.0,585482.7727
1.1,5.72,343701.8081
17.39,7.88,191467.3252
54.01,4.49,99606.59665
11.36,9.14,428629.7674
13.96,6.32,435573.3916
36.09,10.0,442287.2356
20.59,9.72,454502.9972
2.33,6.78,408496.2329
50.87,6.23,190524.11
43.24,8.03,251081.8918
34.76,7.43,522258.1523
44.73,4.99,267385.6889
0.11,10.0,381476.7155
25.67,10.0,254588.0358
37.73,7.03,491609.262
31.14,7.95,281771.1895
52.16,5.43,212778.75
28.18,8.58,402903.701
23.38,10.0,640803.1033
43.24,2.98,110357.4044
21.67,7.69,262996.8434
6.93,6.78,212264.3216
30.53,9.27,348766.8704
35.38,5.48,245033.0932
33.51,6.13,291864.0579
27.83,7.06,156066.8081
3.74,8.48,317391.1596
16.5,7.25,255381.687
10.9,10.0,677502.42
16.79,4.43,280959.6153
64.91,7.45,370193.4112
20.57,7.67,255525.2587
70.69,3.03,184014.233
2.91,4.65,419409.281
68.22,10.0,571365.9853
55.74,2.62,173014.2408
13.98,10.0,277525.919
24.58,5.01,339707.7197
60.59,5.99,227731.0587
8.25,5.29,263032.174
22.98,6.68,300545.6297
87.84,10.0,382450.2242
48.74,4.63,261979.9442
39.67,6.0,285859.5581
26.0,10.0,182601.1792
8.98,8.11,186732.3028
51.9,3.09,530379.033
1.01,10.0,332210.8691
36.12,5.07,136195.1048
30.57,7.13,407233.324
21.68,3.98,126350.2557
59.32,7.12,488847.3307
13.41,7.95,241383.5785
6.64,9.06,99936.5567
47.59,5.41,312273.7125
11.5,4.39,181429.723
7.92,7.15,342213.898
24.32,9.39,289920.2097
7.02,5.41,379183.5131
5.13,8.24,482617.6292
4.45,7.69,176290.8751
52.48,4.25,160035.8175
12.78,8.08,209297.3314
12.08,7.98,373959.1605
56.71,9.26,417832.9095
39.56,8.65,303131.7829
16.74,6.2,518283.6632
16.0,3.85,196530.6017
41.03,8.82,148202.4455
62.44,10.0,229348.9249
9.41,8.08,392054.2836
44.61,8.31,176391.7665
50.59,8.15,243330.2826
17.83,4.16,495124.7829
37.98,4.71,146256.3008
55.34,6.38,241788.0642
24.08,6.08,322815.7941
43.53,7.58,402125.0531
63.27,9.06,278796.2627
14.74,10.0,648483.851
14.8,9.46,431617.4945
28.35,6.74,682259.8491
19.55,6.65,304336.8266
26.99,7.05,253480.6175
39.12,7.01,344318.0144
19.22,7.53,369014.675
31.27,7.21,374546.7069
21.04,10.0,334482.7915
58.21,7.3,328549.876
38.35,8.15,465682.7256
17.98,4.22,131801.5547
11.88,6.27,171058.31
24.37,7.8,173633.0734
21.75,6.35,378964.0034
24.89,6.09,453458.35
27.09,4.74,400419.9643
22.42,8.05,526160.6607
38.95,5.3,360219.5148
71.18,5.02,294272.5689
42.61,10.0,517017.3736
53.65,7.51,95433.65204
43.68,7.91,253190.5315
10.98,10.0,280736.3999
17.4,8.12,314442.0345
59.67,8.15,437663.5699
23.62,7.3,485272.1414
35.11,7.52,407645.5491
23.03,7.35,534702.9622
36.26,7.84,198687.8753
12.62,5.08,434388.6594
22.37,9.42,431823.3071
7.65,6.49,205001.7894
31.48,8.14,205791.8109
41.94,6.32,371156.6215
3.32,8.0,426660.6039
51.18,5.81,218798.9246
19.98,9.29,288091.6363
51.92,7.8,204872.0204
15.11,7.83,657127.9763
40.72,4.47,200723.3825
18.06,6.59,348528.6559
40.42,6.71,430986.6528
11.91,4.05,132716.068
35.57,4.41,185130.3115
32.22,8.06,220975.2677
4.95,2.61,163050.2762
42.06,5.3,186999.0163
21.85,7.08,525904.4053
14.18,7.06,355199.2606
59.32,6.53,143656.816
29.48,5.18,263709.1885
51.64,8.06,214391.3055
8.59,8.88,191026.5823
38.97,9.27,495641.0722
25.92,6.24,526297.9108
41.68,6.01,153280.776
19.98,8.29,494321.5561
19.0,6.79,227381.0904
5.33,4.77,189641.8097
49.5,5.67,161515.2686
65.62,7.57,247243.8197
29.24,10.0,600382.1171
17.74,7.97,151697.7123
41.43,5.86,232339.2558
3.98,4.84,228188.9861
23.33,4.52,435343.9722
16.4,5.25,112603.21
48.26,4.32,265497.8918
46.61,8.86,619118.0958
29.19,10.0,484760.7987
29.07,6.43,177463.4998
52.42,5.09,194015.63
68.79,6.17,158445.3716
27.69,10.0,269629.0388
44.87,6.32,525938.1543
53.45,3.41,126925.7731
35.06,6.1,105192.0811
12.1,8.81,608734.7679
41.0,3.13,304735.3154
2.2,6.5,300761.3612
8.27,6.23,353152.4661
26.47,5.68,198495.9734
60.37,6.02,161003.0709
20.65,8.75,376548.3196
52.54,4.66,155927.1016
31.03,2.89,217705.6329
2.48,5.18,221361.2166
11.22,7.4,504143.4412
68.92,7.46,397818.3873
26.43,6.2,419687.7832
62.83,5.8,184673.4119
22.74,9.64,598525.1942
36.62,7.1,169087.4955
59.3,5.4,173075.952
7.88,7.2,216188.775
44.84,3.34,254403.7403
64.45,5.34,336339.7509
6.41,6.7,414412.5618
2.88,9.72,157820.79
72.52,7.95,155738.7254
51.83,6.56,502763.8162
32.97,4.11,255664.0662
48.39,6.04,313708.945
40.66,7.59,723129.0195
46.01,10.0,425611.6652
3.18,5.8,190459.3301
25.12,9.7,703023.0198
38.79,9.32,373244.7733
48.46,6.3,200241.5569
34.97,3.51,115497.4784
7.47,10.0,396197.2993
10.03,6.14,327234.425
49.03,5.39,120333.7165
25.45,10.0,405318.1143
22.44,8.24,494961.776
32.68,5.61,321483.2509
12.03,5.46,307637.3231
41.08,4.65,242853.308
24.13,9.12,123982.6111
20.54,8.5,435836.4462
37.7,7.78,374614.6022
45.89,6.7,373283.2345
39.87,8.9,451607.1293
0.46,4.49,124213.8928
13.15,7.26,417684.3441
37.69,7.07,298794.561
20.92,8.32,560068.1806
51.03,4.21,340917.3854
46.43,10.0,342763.2987
48.82,9.67,523778.007
46.87,4.24,155752.5599
22.01,8.99,486352.0095
66.92,10.0,250923.2967
24.52,9.16,667923.2014
5.6,7.22,475596.2442
18.49,9.57,419842.9604
55.0,4.18,150163.8716
27.4,5.79,157124.4944
20.09,6.64,197612.8364
62.9,6.34,409646.4482
29.27,9.79,148770.5336
41.13,2.88,213261.663
18.11,7.25,216433.4357
19.36,5.13,212162.2289
21.42,7.24,201706.6066
34.85,7.81,261627.3172
55.11,6.96,377300.6063
35.25,4.79,211992.4724
18.49,7.45,264839.3572
8.56,7.07,489802.9489
50.98,5.03,315149.8746
30.39,7.19,213942.7096
14.55,7.35,258971.5503
52.34,6.05,326000.9774
45.68,7.66,312373.5076
14.38,6.81,404266.6567
4.35,7.96,200522.0759
35.35,5.84,146466.797
2.69,7.86,316356.8508
39.14,7.3,614452.2313
39.41,4.58,109675.7564
50.62,8.98,188197.7996
26.65,5.55,177950.6854
48.71,8.27,267719.6513
17.01,8.48,313537.9701
36.34,8.9,364494.1333
44.81,9.12,231084.943
34.47,5.03,645447.0741
49.92,7.01,429335.8056
0.98,6.94,305869.2898
64.15,8.51,271978.4914
26.21,6.07,239669.8073
11.14,7.45,123193.9487
12.7,4.69,152463.6497
47.05,7.12,316639.2276
9.66,8.8,238850.653
31.95,7.26,237290.0276
4.27,10.0,314516.4965
30.45,6.92,139434.7349
58.86,3.56,208095.515
16.79,8.58,390564.6804
31.62,6.79,136573.2213
27.23,9.38,626404.882
45.88,4.55,350775.5173
15.15,7.22,244689.5845
7.5,7.92,240373.1799
51.4,8.95,387250.9039
16.98,3.64,129689.9637
20.16,7.36,293707.9213
7.56,9.87,368139.5903
22.98,3.62,179974.6589
34.23,9.02,259050.8582
38.96,7.99,326597.9895
26.32,9.22,175103.9545
23.97,10.0,533177.8282
39.65,5.07,316008.5649
4.07,8.66,288943.0812
18.27,5.05,151346.0076
40.03,6.66,189832.326
24.42,6.3,165314.1196
11.81,6.87,568686.5643
44.86,5.82,211134.6658
28.63,9.48,212058.1
27.94,9.22,366239.7416
46.85,9.18,228390.5602
4.11,10.0,456091.1396
27.52,7.27,300847.7556
34.8,5.57,160527.0884
4.36,10.0,233758.1789
41.78,8.69,620761.0913
4.85,6.84,417029.354
20.3,6.69,583594.3052
66.34,5.13,206009.2135
47.09,2.58,133702.1794
30.82,8.19,212495.787
28.95,6.61,221981.4242
23.71,7.52,474034.7618
30.26,4.53,192633.9577
19.22,6.85,427431.2759
28.96,5.95,261047.3999
60.97,6.52,296217.7279
36.97,3.44,129388.4959
26.78,8.37,409878.8723
49.16,6.51,495929.0495
61.5,8.19,147745.9663
38.34,4.39,219864.9676
11.74,7.77,475695.0762
41.82,5.7,316529.5757
45.13,6.97,423017.0623
39.44,5.21,297105.0299
66.53,5.76,349472.4024
13.44,7.17,238200.4947
39.77,6.93,792610.5784
69.62,5.47,344047.9713
33.55,9.85,211818.7781
41.84,4.75,285620.1963
38.1,6.51,210535.6385
9.6,10.0,254107.183
20.22,3.5,272714.9805
5.43,10.0,398329.3149
5.04,5.97,245087.8371
5.1,5.01,170927.4512
32.07,7.93,237038.4748
4.82,10.0,461624.9916
32.37,8.11,224554.9565
65.34,4.7,140612.4978
32.45,4.38,122369.3828
26.85,3.93,122942.4841
49.56,8.78,569970.3125
51.7,2.8,150732.3466
64.42,5.56,316067.8247
16.59,7.36,261671.7439
4.8,5.48,133318.193
42.32,5.87,138399.473
20.35,3.67,237929.7921
35.02,6.2,315406.2612
39.41,5.04,392453.3512
2.44,7.42,114903.9616
20.24,7.66,237640.116
3.09,7.55,182011.2419
25.38,8.25,470823.9488
44.28,10.0,202885.8129
42.26,6.17,111416.3788
63.76,7.68,208725.8216
52.33,7.82,314236.1486
32.4,5.35,284879.1228
25.33,9.07,233957.5616
40.56,7.43,383769.6262
44.92,7.25,272141.8741
43.81,6.39,434302.9891
30.18,4.67,514905.4143
40.24,6.42,235906.2019
43.4,8.58,690817.5719
26.02,5.82,162023.5571
4.72,10.0,538399.5854
45.75,7.82,254576.9433
29.59,8.51,397727.5906
22.58,6.51,291232.6503
46.22,3.1,125222.8788
27.42,4.44,166647.5865
31.21,8.97,156166.44
28.86,8.65,210119.1061
54.64,9.67,241756.4496
6.1,9.3,309935.7079
14.69,6.3,218627.8816
19.29,8.58,143641.9416
42.78,5.68,286044.0372
1.88,6.54,104023.8176
69.19,5.17,339797.2043
53.07,8.73,200364.2045
60.58,5.11,169634.2876
42.78,7.53,352065.9162
15.09,6.96,886794.5153
3.35,6.16,216799.6083
22.1,9.06,315392.5697
27.49,7.55,186050.0754
40.71,7.0,351693.9419
39.96,9.31,443988.6118
23.34,8.27,617207.559
